,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
3878,tt0106977,Il fuggitivo,The Fugitive,1993,1993,"Action, Crime, Drama",130,USA,"English, Polish, Spanish",Andrew Davis,"Jeb Stuart, David Twohy",Warner Bros.,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano, Andreas Katsulas, Jeroen Krabbé, Daniel Roebuck, L. Scott Caldwell, Tom Wood, Ron Dean, Joseph F. Kosala, Miguel Nino, John Drummond, Tony Fosco","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",7.8,262199,44000000,183875760,$ 368875760,87.0,340.0,130.0,1.9147546362060766,84.24920399306737,Action,True,True
3879,tt0107004,Geronimo,Geronimo: An American Legend,1993,1993,"Drama, History, Western",115,USA,"English, Apache languages",Walter Hill,"John Milius, John Milius",Columbia Pictures,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi, Matt Damon, Rodney A. Grant, Kevin Tighe, Steve Reevis, Carlos Palomino, Victor Aaron, Stuart Proud Eagle Grant, Stephen McHattie, John Finn, Lee de Broux, Rino Thunder",The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,6.5,8897,35000000,18635620,$ 18635620,,61.0,22.0,1.9147546362060766,67.01641226721269,Drama,True,True
3880,tt0107007,Gettysburg,Gettysburg,1993,1993,"Drama, History, War",271,USA,English,Ron Maxwell,"Michael Shaara, Ron Maxwell",TriStar Television,"Tom Berenger, Martin Sheen, Stephen Lang, Richard Jordan, Andrew Prine, Cooper Huckabee, Patrick Gorman, Bo Brinkman, James Lancaster, William Morgan Sheppard, Kieran Mulroney, James Patrick Stuart, Tim Ruddy, Royce D. Applegate, Ivan Kane","In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",7.6,25671,25000000,10769960,$ 10769960,,290.0,23.0,1.9147546362060766,47.868865905151914,Drama,True,True
3882,tt0107034,L'innocenza del diavolo,The Good Son,1993,1993,"Drama, Thriller",87,USA,English,Joseph Ruben,Ian McEwan,Twentieth Century Fox,"Macaulay Culkin, Elijah Wood, Wendy Crewson, David Morse, Daniel Hugh Kelly, Jacqueline Brookes, Quinn Culkin, Ashley Crow, Guy Strauss, Keith Brava, Jerem Goodwin, Andria Hall, Bobby Huber, Mark Stefanich, Susan Hopper","A young boy stays with his aunt and uncle and befriends his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior.",6.4,35801,17000000,44789789,$ 60613008,45.0,170.0,51.0,1.9147546362060766,32.5508288155033,Thriller,False,False
3883,tt0107048,Ricomincio da capo,Groundhog Day,1993,1993,"Comedy, Fantasy, Romance",101,USA,"English, French, Italian",Harold Ramis,"Danny Rubin, Harold Ramis",Columbia Pictures,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Willie Garson, Ken Hudson Campbell, Les Podewell, Rod Sell",A weatherman finds himself inexplicably living the same day over and over again.,8.0,569359,14600000,70906973,$ 70906973,72.0,778.0,129.0,1.9147546362060766,27.955417688608716,Comedy,True,False
3885,tt0107076,Senza tregua,Hard Target,1993,1993,"Action, Adventure, Drama",97,USA,"English, French",John Woo,Chuck Pfarrer,Universal Pictures,"Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen, Douglas Rye, Mike Leinert, Yancy Butler, Lenore Banks, Willie C. Carpenter, Jean-Claude Van Damme, Barbara Tasker, Kasi Lemmons, Randy Cheramie, Eliott Keener, Robert Pavlovich","A woman hires a drifter as her guide through New Orleans in search of her father, who has gone missing. They discover a deadly game of cat and mouse behind his disappearance in the process.",6.2,43473,18000000,32589677,$ 74189677,,203.0,98.0,1.9147546362060766,34.46558345170938,Action,True,True
3887,tt0107091,4 fantasmi per un sogno,Heart and Souls,1993,1993,"Comedy, Drama, Fantasy",104,USA,English,Ron Underwood,"Gregory Hansen, Gregory Hansen",Universal Pictures,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick, Tom Sizemore, David Paymer, Elisabeth Shue, Bill Calvert, Lisa Lucas, Shannon Orrock, Michael Zebulon, Chasiti Hampton, Wanya Green, Janet MacLachlan, Javar David Levingston",An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,7.0,15918,25000000,16589540,$ 16589540,,81.0,20.0,1.9147546362060766,47.868865905151914,Comedy,True,True
3888,tt0107120,Hocus Pocus,Hocus Pocus,1993,1994,"Comedy, Family, Fantasy",96,USA,"English, French",Kenny Ortega,"David Kirschner, Mick Garris",Walt Disney Pictures,"Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw, Amanda Shepherd, Larry Bagby, Tobias Jelinek, Stephanie Faracy, Charles Rocket, Doug Jones, Karyn Malchus, Sean Murray, Steve Voboril","A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",6.9,90838,28000000,39514713,$ 39514713,,196.0,58.0,1.8661262844186322,52.2515359637217,Family,True,True
3890,tt0107144,Hot Shots! 2,Hot Shots! Part Deux,1993,1993,"Action, Comedy",86,USA,English,Jim Abrahams,"Jim Abrahams, Pat Proft",Twentieth Century Fox,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Brenda Bakke, Miguel Ferrer, Rowan Atkinson, Jerry Haleva, David Wohl, Mitchell Ryan, Michael Colyar, Ryan Stiles, Rosemary Johnston, Ben Lemon, Buck McDancer","""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",6.6,82929,25000000,38922972,$ 133752825,,114.0,36.0,1.9147546362060766,47.868865905151914,Comedy,False,False
3891,tt0107206,Nel centro del mirino,In the Line of Fire,1993,1993,"Action, Crime, Drama",128,USA,English,Wolfgang Petersen,Jeff Maguire,Columbia Pictures,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes, Clyde Kusatsu, Steve Hytner, Tobin Bell, Bob Schott, Juan A. Riojas",Secret Service agent Frank Horrigan (,7.2,90512,40000000,102314823,$ 176997168,74.0,167.0,68.0,1.9147546362060766,76.59018544824306,Action,True,True
3892,tt0107211,Proposta indecente,Indecent Proposal,1993,1993,"Drama, Romance",117,USA,English,Adrian Lyne,"Jack Engelhard, Amy Holden Jones",Paramount Pictures,"Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel, Oliver Platt, Billy Bob Thornton, Rip Taylor, Billy Connolly, Joel Brooks, Pierre Epstein, Danny Zorn, Kevin West, Pamela Holt, Tommy Bush, Mariclare Costello",A billionaire offers one million dollars to a young married couple for one night with the wife.,6.0,61868,38000000,106614059,$ 266614059,35.0,144.0,60.0,1.9147546362060766,72.76067617583091,Romance,True,True
3893,tt0107254,Jason va all'inferno,Jason Goes to Hell: The Final Friday,1993,1993,"Fantasy, Horror, Thriller",87,USA,English,Adam Marcus,"Jay Huguely, Adam Marcus",New Line Cinema,"John D. LeMay, Kari Keegan, Kane Hodder, Steven Williams, Steven Culp, Erin Gray, Rusty Schwimmer, Richard Gant, Leslie Jordan, Billy Green Bush, Kipp Marcus, Andrew Bloch, Adam Cranner, Allison Smith, Julie Michaels",Serial killer Jason Voorhees' supernatural origins are revealed.,4.2,27410,3000000,15935068,$ 15935068,17.0,358.0,141.0,1.9147546362060766,5.74426390861823,Horror,False,False
3895,tt0107290,Jurassic Park,Jurassic Park,1993,1993,"Action, Adventure, Sci-Fi",127,USA,"English, Spanish",Steven Spielberg,"Michael Crichton, Michael Crichton",Universal Pictures,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields",A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,8.1,846021,63000000,404214720,$ 1033758854,68.0,1157.0,350.0,1.9147546362060766,120.62954208098282,Action,True,True
3896,tt0107302,Kalifornia,Kalifornia,1993,1993,"Crime, Drama, Thriller",117,USA,English,Dominic Sena,"Stephen Levy, Tim Metcalfe",PolyGram Filmed Entertainment,"Brad Pitt, Kathy Larson, David Milford, David Duchovny, John Zarchen, David Rose, Michelle Forbes, Tommy Chappelle, Juliette Lewis, Judson Vaughn, James Michael McDougal, Patricia Sill, Brett Rice, Marisa Raper, Bill Crabb","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",6.7,50171,9000000,2395231,$ 2395231,49.0,188.0,62.0,1.9147546362060766,17.23279172585469,Thriller,True,True
3898,tt0107362,Last Action Hero - L'ultimo grande eroe,Last Action Hero,1993,1993,"Action, Adventure, Comedy",130,USA,English,John McTiernan,"Zak Penn, Adam Leff",Columbia Pictures,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae, Tom Noonan, Robert Prosky, Anthony Quinn, Mercedes Ruehl, Austin O'Brien, Ian McKellen, Professor Toru Tanaka, Joan Plowright, Keith Barish, Jim Belushi","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",6.4,134068,85000000,50016394,$ 137298489,44.0,313.0,117.0,1.9147546362060766,162.7541440775165,Comedy,True,True
3899,tt0107387,Leprechaun,Leprechaun,1993,1993,"Comedy, Fantasy, Horror",92,USA,English,Mark Jones,Mark Jones,Trimark Pictures,"Warwick Davis, Jennifer Aniston, Ken Olandt, Mark Holton, Robert Hy Gorman, Shay Duffin, John Sanderford, John Voldstad, Pamela Mant, William Newman, David Permenter, Raymond C. Turner, Heather Kennedy, Tim Garrick, Alexandra Sachs","An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.",4.8,22755,900000,8556940,$ 8556940,17.0,197.0,92.0,1.9147546362060766,1.723279172585469,Horror,False,False
3902,tt0107473,"Lo sbirro, il boss e la bionda",Mad Dog and Glory,1993,1993,"Comedy, Crime, Drama",97,USA,English,John McNaughton,Richard Price,Universal Pictures,"Robert De Niro, Uma Thurman, Bill Murray, David Caruso, Mike Starr, Tom Towles, Kathy Baker, Derek Anunciation, Doug Hara, Evan Lionel, Anthony Cannata, J.J. Johnston, Guy Van Swearingen, Jack Wallace, Richard Belzer","When shy, soft-spoken Chicago detective Wayne ""Mad Dog"" Dobie inadvertently saves the life of local gangster Frank Milo, he's the reluctant recipient of an unusual one week ""thank you"" gift - a beautiful bartender named Glory.",6.2,20162,19000000,11081586,$ 11081586,71.0,64.0,23.0,1.9147546362060766,36.380338087915455,Comedy,True,True
3904,tt0107507,Misterioso omicidio a Manhattan,Manhattan Murder Mystery,1993,1993,"Comedy, Mystery",104,USA,English,Woody Allen,"Woody Allen, Marshall Brickman",TriStar Pictures,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen, Ron Rifkin, Joy Behar, William Addy, John Doumanian, Sylvia Kauders, Ira Wheeler, Alan Alda, Anjelica Huston, Melanie Norris, Marge Redmond, Zach Braff",A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,7.4,38298,13500000,11330911,$ 11330911,,115.0,74.0,1.9147546362060766,25.849187588782033,Comedy,True,True
3906,tt0107529,Matinee,Matinee,1993,1993,"Comedy, Drama",99,USA,English,Joe Dante,"Jerico Stone, Charles S. Haas",Universal Pictures,"John Goodman, Cathy Moriarty, Simon Fenton, Omri Katz, Lisa Jakub, Kellie Martin, Jesse Lee Soffer, Lucinda Jenney, James Villemaire, Robert Picardo, Jesse White, Dick Miller, John Sayles, David Clennon, Lucy Butler",A small-time film promoter releases a kitschy horror film during the Cuban Missile Crisis.,6.9,9325,13000000,9532895,$ 9532895,,66.0,94.0,1.9147546362060766,24.891810270679,Comedy,True,True
3907,tt0107554,Nella giungla di cemento,Menace II Society,1993,1993,"Crime, Drama, Thriller",97,USA,English,"Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes",New Line Cinema,"Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda, Samuel L. Jackson, Anthony Johnson, Brandon Hammond, Glenn Plummer, Reginald Ballard, Khandi Alexander, Eugene Lee, James Pickens Jr., Nancy Cheryll Davis, Jullian Roy Doster, Jada Pinkett Smith",A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,7.5,50507,3500000,27912072,$ 27912072,76.0,118.0,33.0,1.9147546362060766,6.701641226721268,Thriller,True,True
3914,tt0107614,Mrs. Doubtfire - Mammo per sempre,Mrs. Doubtfire,1993,1994,"Comedy, Drama, Family",125,USA,English,Chris Columbus,"Anne Fine, Randi Mayem Singer",Twentieth Century Fox,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub, Matthew Lawrence, Mara Wilson, Robert Prosky, Anne Haney, Scott Capurro, Sydney Walker, Joe Bellan, Martin Mull, Terence McGovern","After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",7.0,239445,25000000,219195243,$ 441286195,53.0,286.0,62.0,1.8661262844186322,46.653157110465806,Family,True,True
3915,tt0107626,Fantasma per amore,My Boyfriend's Back,1993,1993,"Comedy, Fantasy, Horror",85,USA,English,Bob Balaban,Dean Lorey,Touchstone Pictures,"Andrew Lowery, Traci Lind, Danny Zorn, Edward Herrmann, Mary Beth Hurt, Jay O. Sanders, Libby Villari, Matthew Fox, Philip Seymour Hoffman, Paul Dooley, Austin Pendleton, David Womack Galewsky, Zachary Lefenfeld, Nicholas Waggoner, Zack Steeg",A teenage boy comes back from the dead because he is determined to win the most beautiful girl in school.,5.4,4192,12000000,3335984,$ 3335984,,61.0,25.0,1.9147546362060766,22.97705563447292,Horror,True,False
3916,tt0107630,My Life - Questa mia vita,My Life,1993,1993,Drama,117,USA,English,Bruce Joel Rubin,Bruce Joel Rubin,Capella Films,"Michael Keaton, Nicole Kidman, Bradley Whitford, Queen Latifah, Michael Constantine, Rebecca Schull, Mark Lowenthal, Lee Garlington, Toni Sawyer, Haing S. Ngor, Romy Rosemont, Danny Rimmer, Ruth de Sosa, Richard Schiff, Stephen Taylor Knott",A terminally ill man prepares for his death.,6.9,10489,15000000,27804899,$ 27804899,,79.0,18.0,1.9147546362060766,28.72131954309115,Drama,True,True
3918,tt0107659,Palle in canna,Loaded Weapon 1,1993,1993,"Action, Comedy, Crime",84,USA,English,Gene Quintano,"Don Holley, Tori Tellem",New Line Cinema,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry, Kathy Ireland, Frank McRae, William Shatner, Dhiru Shah, Gokul, Thomas Bruggemann, Danny Castle, Lance Kinsey, Bill Nunn, Joyce Brothers, Lin Shaye",A spoof on,6.2,43771,13000000,27979399,$ 27979399,,79.0,24.0,1.9147546362060766,24.891810270679,Comedy,True,False
3920,tt0107688,Nightmare Before Christmas,The Nightmare Before Christmas,1993,1994,"Animation, Family, Fantasy",76,USA,English,Henry Selick,"Tim Burton, Michael McDowell",Touchstone Pictures,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens, Ken Page, Edward Ivory, Susan McBride, Debi Durst, Greg Proops, Kerry Katz, Randy Crenshaw, Sherwood Ball, Carmen Twillie","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",8.0,285261,18000000,75082668,$ 89140058,82.0,527.0,238.0,1.8661262844186322,33.59027311953538,Family,True,True
3921,tt0107711,Accerchiato,Nowhere to Run,1993,1993,"Action, Drama, Romance",94,USA,English,Robert Harmon,"Joe Eszterhas, Richard Marquand",Columbia Pictures,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine, Tiffany Taubman, Edward Blatchford, Anthony Starke, Joss Ackland, Allan Graf, Leonard Termo, Robert Apisa, Jophery C. Brown, Tony Brubaker, Ron Howard George, Vojislav Govedarica","Sam, an escaped convict, lands up on a farmland owned by a widow. When he learns that a ruthless contractor is trying to take over her land, he helps her to fight against the injustice.",5.7,21305,15000000,22189039,$ 22189039,,67.0,36.0,1.9147546362060766,28.72131954309115,Action,False,False
3924,tt0107798,Il rapporto Pelican,The Pelican Brief,1993,1994,"Crime, Drama, Mystery",141,USA,English,Alan J. Pakula,"John Grisham, Alan J. Pakula",Warner Bros.,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, Hume Cronyn, John Lithgow, Anthony Heald, Nicholas Woodeson, Stanley Anderson, John Finn","A law student uncovers a conspiracy, putting herself and others in danger.",6.6,75308,45000000,100768056,$ 195268056,50.0,114.0,56.0,1.8661262844186322,83.97568279883845,Drama,True,True
3925,tt0107808,Un mondo perfetto,A Perfect World,1993,1993,"Crime, Drama, Thriller",138,USA,English,Clint Eastwood,John Lee Hancock,Warner Bros.,"Kevin Costner, Clint Eastwood, Laura Dern, T.J. Lowther, Keith Szarabajka, Leo Burmester, Paul Hewitt, Bradley Whitford, Ray McKinnon, Jennifer Griffin, Leslie Flowers, Belinda Flowers, Darryl Cox, Jay Whiteaker, Taylor Suzanna McBride","Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood).",7.6,72342,30000000,31130999,$ 135130999,71.0,150.0,70.0,1.9147546362060766,57.4426390861823,Thriller,True,True
3926,tt0107818,Philadelphia,Philadelphia,1993,1994,Drama,125,USA,English,Jonathan Demme,Ron Nyswaner,TriStar Pictures,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman, Karen Finley, Daniel Chapman, Mark Sorensen Jr., Jeffrey Williamson, Charles Glenn, Ron Vawter, Anna Deavere Smith, Stephanie Roth Haberle, Lisa Talerico, Joanne Woodward, Jason Robards","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",7.7,219688,26000000,77446440,$ 206678440,66.0,302.0,85.0,1.8661262844186322,48.51928339488444,Drama,True,True
3932,tt0107969,Sol levante,Rising Sun,1993,1993,"Action, Crime, Drama",125,USA,"English, Japanese",Philip Kaufman,"Michael Crichton, Philip Kaufman",Twentieth Century Fox,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa, Kevin Anderson, Mako, Ray Wise, Stan Egi, Stan Shaw, Tia Carrere, Steve Buscemi, Tatjana Patitz, Peter Crombie, Sam Lloyd, Alexandra Powers","When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",6.3,41493,35000000,63179523,$ 107198790,56.0,84.0,45.0,1.9147546362060766,67.01641226721269,Action,True,True
3933,tt0107978,RoboCop 3,RoboCop 3,1993,1993,"Action, Crime, Sci-Fi",104,USA,"English, Japanese",Fred Dekker,"Edward Neumeier, Michael Miner",Orion Pictures,"Robert John Burke, Mario Machado, Remy Ryan, Jodi Long, John Posey, Rip Torn, Mako, John Castle, S.D. Nemeth, Edith Ivey, Curtis Taylor, CCH Pounder, Judson Vaughn, Ken Strong, Stanley Anderson","Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",4.1,45130,22000000,10696210,$ 10696210,40.0,208.0,101.0,1.9147546362060766,42.124601996533684,Action,True,True
3936,tt0108052,Schindler's List,Schindler's List,1993,1994,"Biography, Drama, History",195,USA,"English, Hebrew, German, Polish, Latin",Steven Spielberg,"Thomas Keneally, Steven Zaillian",Universal Pictures,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser","In German-occupied Poland during World War II, industrialist",8.9,1183248,22000000,96898818,$ 322287794,94.0,1845.0,232.0,1.8661262844186322,41.054778257209904,Drama,True,True
3937,tt0108065,In cerca di Bobby Fischer,Searching for Bobby Fischer,1993,1993,"Biography, Drama",109,USA,English,Steven Zaillian,"Fred Waitzkin, Steven Zaillian",Mirage Enterprises,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley, Laurence Fishburne, Michael Nirenberg, Robert Stephens, David Paymer, Hal Scardino, Vasek Simek, William H. Macy, Dan Hedaya, Laura Linney, Anthony Heald, Steven Randazzo",A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,7.4,28794,12000000,7266383,$ 7266383,89.0,95.0,43.0,1.9147546362060766,22.97705563447292,Drama,True,True
3938,tt0108147,Sister Act 2 - Più svitata che mai,Sister Act 2: Back in the Habit,1993,1994,"Comedy, Family, Music",107,USA,English,Bill Duke,"Paul Rudnick, James Orr",Touchstone Pictures,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter, Wendy Makkena, Sheryl Lee Ralph, Robert Pastorelli, Thomas Gottschalk, Maggie Smith, Lauryn Hill, Brad Sullivan, Alanna Ubach, Ryan Toby",Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,5.6,47959,38000000,57319029,$ 57319029,38.0,97.0,20.0,1.8661262844186322,70.91279880790803,Family,True,True
3939,tt0108149,6 gradi di separazione,Six Degrees of Separation,1993,1995,"Comedy, Drama, Mystery",112,USA,"English, Italian",Fred Schepisi,"John Guare, John Guare",Metro-Goldwyn-Mayer (MGM),"Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen, Mary Beth Hurt, Bruce Davison, Richard Masur, Anthony Michael Hall, Heather Graham, Eric Thal, Anthony Rapp, Oz Perkins, Catherine Kellner, J.J. Abrams, Joe Pentangelo","An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",6.8,19412,12000000,6405918,$ 6405918,72.0,106.0,38.0,1.8151732309775144,21.782078771730173,Comedy,True,True
3940,tt0108160,Insonnia d'amore,Sleepless in Seattle,1993,1993,"Comedy, Drama, Romance",105,USA,English,Nora Ephron,"Jeff Arch, Nora Ephron",TriStar Pictures,"Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber, Tom Riis Farrell, Carey Lowell, Meg Ryan, Bill Pullman, Le Clanché du Rand, Kevin O'Morrison, David Hyde Pierce, Valerie Wright, Frances Conroy, Tom Tammi, Calvin Trillin",A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,6.8,156290,21000000,126808165,$ 227927165,72.0,252.0,86.0,1.9147546362060766,40.20984736032761,Comedy,True,True
3941,tt0108162,Sliver,Sliver,1993,1993,"Drama, Thriller",107,USA,English,Phillip Noyce,"Ira Levin, Joe Eszterhas",Paramount Pictures,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis, Nicholas Pryor, Anne Betancourt, Tony Peck, Frantz Turner, Melvyn Kinder","A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",5.1,28543,40000000,36300000,$ 116300000,38.0,82.0,52.0,1.9147546362060766,76.59018544824306,Thriller,True,True
3942,tt0108174,Mia moglie è una pazza assassina?,So I Married an Axe Murderer,1993,1993,"Comedy, Romance",93,USA,"English, Russian",Thomas Schlamme,Robbie Fox,TriStar Pictures,"Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer, Brenda Fricker, Matt Doherty, Charles Grodin, Phil Hartman, Debi Mazar, Steven Wright, Patrick Bristow, Cintra Wilson, Al Nalbandian, George F. Mauricio, Kiki Douveas",A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,6.4,32821,20000000,11585483,$ 11585483,,134.0,45.0,1.9147546362060766,38.29509272412153,Comedy,True,True
3943,tt0108238,Impatto imminente,Striking Distance,1993,1994,"Action, Crime, Mystery",102,USA,English,Rowdy Herrington,"Rowdy Herrington, Marty Kaplan",Columbia Pictures,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore, Brion James, Robert Pastorelli, Timothy Busfield, John Mahoney, Andre Braugher, Tom Atkins, Mike Hodge, Jodi Long, Roscoe Orman, Robert Gould, Gareth Williams","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",5.9,39702,30000000,24107867,$ 24107867,,101.0,40.0,1.8661262844186322,55.98378853255896,Action,False,False
3948,tt0108358,Tombstone,Tombstone,1993,1994,"Action, Biography, Drama",130,USA,"English, Latin","George P. Cosmatos, Kevin Jarre",Kevin Jarre,Hollywood Pictures,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton, Powers Boothe, Michael Biehn, Charlton Heston, Jason Priestley, Jon Tenney, Stephen Lang, Thomas Haden Church, Dana Delany, Paula Malcomson, Lisa Collins, Dana Wheeler-Nicholson","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",7.8,123144,25000000,56505065,$ 56505065,50.0,509.0,94.0,1.8661262844186322,46.653157110465806,Action,True,True
3950,tt0108451,Qualcuno da amare,Untamed Heart,1993,1993,"Drama, Romance",102,USA,English,Tony Bill,Tom Sierchio,Metro-Goldwyn-Mayer (MGM),"Christian Slater, Marisa Tomei, Rosie Perez, Kyle Secor, Willie Garson, James Cada, Gary Groomes, Claudia Wilkens, Pat Clemons, Lotis Key, Vanessa Hart, Charley Bartlett, Vincent Kartheiser, Wendy Feder, Nancy Marvy",A waitress hardly notices a shy busboy who secretly loves her; until one night she's attacked and he comes to her rescue. From there a relationship sparks but one secret could mean disaster for these fated lovers.,6.8,12505,7500000,18898806,$ 18898806,,87.0,23.0,1.9147546362060766,14.360659771545574,Romance,True,True
3951,tt0108517,Warlock - L'angelo dell'apocalisse,Warlock: The Armageddon,1993,1993,"Action, Fantasy, Horror",98,USA,English,Anthony Hickox,"Kevin Rock, Kevin Rock",Trimark Pictures,"Julian Sands, Chris Young, Paula Marshall, Joanna Pacula, Steve Kahan, R.G. Armstrong, Charles Hallahan, Bruce Glover, Craig Hurley, Davis Gaines, Rebecca Street, Dawn Ann Billings, Zach Galligan, Wren T. Brown, Gary Carlos Cervantes",An order of Druids train their children to battle an evil Warlock determined to unleash Satan upon the world by bringing a collection of five mystic rune stones together.,5.4,5309,3000000,3902679,$ 3902679,,51.0,42.0,1.9147546362060766,5.74426390861823,Horror,False,False
3952,tt0108525,Fusi di testa 2 - Waynestock,Wayne's World 2,1993,1993,"Comedy, Music",95,USA,"English, Cantonese",Stephen Surjik,"Mike Myers, Mike Myers",Paramount Pictures,"Mike Myers, Dana Carvey, Christopher Walken, Tia Carrere, Chris Farley, Ralph Brown, James Hong, Rip Taylor, Steven Tyler, Joe Perry, Brad Whitford, Tom Hamilton, Joey Kramer, Lee Tergesen, Dan Bell",The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,6.2,75833,40000000,48197805,$ 48198564,60.0,93.0,46.0,1.9147546362060766,76.59018544824306,Comedy,True,True
