,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
6272,tt0452637,Lady in the Water,Lady in the Water,2006,2006,"Drama, Fantasy, Mystery",110,USA,English,M. Night Shyamalan,M. Night Shyamalan,Warner Bros.,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt, Noah Gray-Cabey, Joseph D. Reitman, Jared Harris, Grant Monohon, John Boyd","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",5.5,93773,70000000,42285169,$ 72785169,36.0,1087.0,291.0,1.3721270723504604,96.04889506453222,Drama,True,True
6273,tt0452694,Un amore all'improvviso,The Time Traveler's Wife,2009,2009,"Drama, Fantasy, Romance",107,USA,English,Robert Schwentke,"Bruce Joel Rubin, Audrey Niffenegger",New Line Cinema,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana, Katherine Trowell, Bart Bedford, Esther Jun, Matt Birman, Craig Snoyer, Rachel McAdams, Carly Street, Romyen Tangsubutra, Brooklynn Proulx, Jane McLean, Ron Livingston","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",7.1,138570,39000000,63414846,$ 101344412,47.0,276.0,218.0,1.289321610644884,50.283542815150476,Romance,True,False
6274,tt0452702,Vacancy,Vacancy,2007,2007,"Horror, Thriller",85,USA,English,Nimród Antal,Mark L. Smith,Screen Gems,"Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry, Scott Anderson, Mark Casella, David Doty, Norm Compton, Caryn Mower, Meegan Godfrey, Kym Stys, Andrew Fiscella, Dale Waddington, Ernest Misko, Bryan Ross","A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film.",6.2,93037,19000000,19363565,$ 35442935,54.0,346.0,230.0,1.3341424641272672,25.348706818418076,Horror,False,False
6279,tt0453453,Beer League,Beer League,2006,2006,"Comedy, Sport",86,USA,English,Frank Sebastiano,"Frank Sebastiano, Artie Lange",CKRush Entertainment,"Artie Lange, Ralph Macchio, Anthony DeSando, Cara Buono, Jimmy Palumbo, Joe Lo Truglio, Jerry Minor, Seymour Cassel, Michael Deeg, Laurie Metcalf, Elizabeth Regen, Maddie Corman, Frank Pellegrino, Daniel Tay, Keren Gilbert",An unemployed slacker inspires his softball teammates to improve their game so they won't get kicked out of the local league.,5.9,7615,2800000,472185,$ 472185,40.0,60.0,23.0,1.3721270723504604,3.841955802581289,Comedy,True,True
6281,tt0453494,Hoot,Hoot,2006,2006,"Adventure, Comedy, Family",95,USA,English,Wil Shriner,"Wil Shriner, Carl Hiaasen",Hoot Productions LLC,"Luke Wilson, Logan Lerman, Brie Larson, Tim Blake Nelson, Cody Linley, Neil Flynn, Clark Gregg, Kiersten Warren, Jessica Cauffiel, Dean Collins, Robert Wagner, Eric Phillips, Jimmy Buffett, John Archie, Robert Donner","A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",5.5,7791,15000000,8117637,$ 8224998,46.0,71.0,49.0,1.3721270723504604,20.581906085256904,Family,True,False
6282,tt0453533,Unrest,Unrest,2006,2007,"Horror, Thriller",88,USA,English,Jason Todd Ipson,"Chris Billett, Jason Todd Ipson",Asgaard Entertainment,"Corri English, Marisa Petroro, Ben Livingston, Abner Genece, Derrick O'Connor, Scot Davis, Joshua Alba, Jay Jablonski, Reb Fleming, Anna Johnson, J.C. Cunningham, Terence Goodman, Rhett Willman, Dana Anquoe",A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,5.0,7597,2500000,321875,$ 2795983,,93.0,40.0,1.3341424641272672,3.335356160318168,Horror,False,False
6285,tt0453562,42 - La vera storia di una leggenda americana,42,2013,2013,"Biography, Drama, Sport",128,USA,English,Brian Helgeland,Brian Helgeland,Warner Bros.,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman, Lucas Black, André Holland, Alan Tudyk, Hamish Linklater, T.R. Knight, John C. McGinley, Toby Huss, Max Gail, Brad Beyer, James Pickens Jr.","In 1947,",7.5,83372,40000000,95020213,$ 97470701,62.0,248.0,222.0,1.187316768844465,47.4926707537786,Drama,True,True
6287,tt0454792,Bubble,Bubble,2005,2006,"Crime, Drama, Mystery",73,USA,English,Steven Soderbergh,Coleman Hough,Extension 765,"Debbie Doebereiner, Omar Cowan, Dustin James Ashley, Phyllis Workman, Laurie L. Wee, Daniel R. Christian, Misty Wilkins, Madison Wilkins, K. Smith, Decker Moody, Thomas R. Davis, Ross Clegg, Scott Smeeks, M. Stephen Deem, Leonora K. Hornbeck","Set against the backdrop of a decaying Midwestern town, a murder becomes the focal point of three people who work in a doll factory.",6.5,7651,1600000,145626,$ 261966,63.0,111.0,96.0,1.3721270723504604,2.195403315760737,Drama,False,False
6289,tt0454848,Inside Man,Inside Man,2006,2006,"Crime, Drama, Mystery",129,USA,"English, Albanian, Spanish",Spike Lee,Russell Gewirtz,Universal Pictures,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor, Carlos Andrés Gómez, Kim Director, James Ransone, Bernie Rachelle, Peter Gerety, Victor Colicchio, Cassandra Freeman, Peter Frechette, Gerry Vichi","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",7.6,331649,45000000,88513495,$ 186003591,76.0,722.0,233.0,1.3721270723504604,61.74571825577072,Drama,True,True
6292,tt0454921,La ricerca della felicità,The Pursuit of Happyness,2006,2007,"Biography, Drama",117,USA,"English, Cantonese",Gabriele Muccino,Steve Conrad,Columbia Pictures,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer, Kevin West, George Cheung, David Michael Silverman, Domenic Bove, Geoff Callan, Joyful Raven, Scott Klace",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,8.0,437433,55000000,163566459,$ 307127625,64.0,783.0,190.0,1.3341424641272672,73.3778355269997,Drama,True,True
6295,tt0454970,Turistas,Turistas,2006,2007,"Horror, Mystery, Thriller",93,USA,"English, Portuguese",John Stockwell,Michael Arlen Ross,Fox Atomic,"Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew, Beau Garrett, Max Brown, Agles Steib, Miguel Lunardi, Jorge Só, Cristiani Aparecida, Lucy Ramos, Andrea Watrouse, Diego Santiago, Marcão, Miguelito Acosta",A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.,5.4,35564,10000000,7027762,$ 14756513,36.0,235.0,150.0,1.3341424641272672,13.341424641272672,Horror,False,False
6297,tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,2007,"Animation, Action, Adventure",86,USA,English,"Matt Maiellaro, Dave Willis","Matt Maiellaro, Dave Willis",Adult Swim,"Dana Snyder, Carey Means, Dave Willis, Andy Merrill, Mike Schatz, Matt Maiellaro, C. Martin Croker, Fred Armisen, Bruce Campbell, George Lowe, Chris Ward, Chris Kattan, Neil Peart, Isaac Hayes III, Tina Fey","An action epic that explores the origins of Master Shake, Frylock, and Meatwad, better known as the Aqua Teen Hunger Force, who somehow become pitted in a battle over an immortal piece of exercise equipment.",6.7,13213,750000,5520368,$ 5520368,54.0,77.0,82.0,1.3341424641272672,1.0006068480954504,Action,False,False
6300,tt0455612,Riunione di famiglia con pallottole,Madea's Family Reunion,2006,2006,"Comedy, Drama, Romance",107,USA,"English, Spanish",Tyler Perry,"Tyler Perry, Tyler Perry",Lions Gate Films,"Tyler Perry, Blair Underwood, Lynn Whitfield, Boris Kodjoe, Lisa Arrindell, Maya Angelou, Rochelle Aytes, Jenifer Lewis, Tangi Miller, Keke Palmer, Henry Simmons, Cicely Tyson, China Anderson, Akhil Jackson, Alonzo Millsap","While planning her family reunion, a pistol-packing grandma must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces.",5.2,10453,6000000,63318000,$ 63368939,45.0,149.0,46.0,1.3721270723504604,8.232762434102762,Comedy,True,True
6301,tt0455760,Dead Silence,Dead Silence,2007,2007,"Horror, Mystery, Thriller",89,USA,English,James Wan,"Leigh Whannell, James Wan",Universal Pictures,"Ryan Kwanten, Amber Valletta, Donnie Wahlberg, Michael Fairman, Joan Heney, Bob Gunton, Laura Regan, Dmitry Chepovetsky, Judith Roberts, Keir Gilchrist, Steven Taylor, David Talbot, Steve Adams, Shelley Peterson, Enn Reitel","A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a murdered ventriloquist.",6.2,83440,20000000,16809076,$ 22382047,34.0,358.0,174.0,1.3341424641272672,26.682849282545344,Horror,False,False
6303,tt0455857,Chiamata da uno sconosciuto,When a Stranger Calls,2006,2006,"Horror, Thriller",87,USA,English,Simon West,"Jake Wade Wall, Steve Feke",Screen Gems,"Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson, Brian Geraghty, Clark Gregg, Derek de Lint, Kate Jennings Grant, David Denman, Arthur Young, Madeline Carroll, Steve Eastin, John Bobek, Brad Surosky, Karina Logue","During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.",5.1,42431,15000000,47860214,$ 67062123,27.0,498.0,160.0,1.3721270723504604,20.581906085256904,Horror,False,False
6306,tt0455944,The Equalizer - Il vendicatore,The Equalizer,2014,2014,"Action, Crime, Thriller",132,USA,"English, Russian, Spanish",Antoine Fuqua,"Richard Wenk, Michael Sloan",Columbia Pictures,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Haley Bennett, Bill Pullman, Melissa Leo, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike O'Dea, Anastasia Mousis Sanidopoulos","A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life, before he meets a young girl under the control of ultra-violent Russian gangsters and can't stand idly by.",7.2,325508,55000000,101530738,$ 192330738,57.0,619.0,328.0,1.168387759236434,64.26132675800388,Action,True,True
6308,tt0455960,The Hitcher,The Hitcher,2007,2008,"Crime, Thriller",84,USA,English,Dave Meyers,"Eric Red, Jake Wade Wall",Focus Features,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough, Kyle Davis, Skip O'Brien, Travis Schuldt, Danny Bolero, Jeffrey Hutchinson, Yara Martinez, Lauren Cohn, Michael J. Fisher, Joe Self, Brad Robinson, Kurt Grossi",A serial killer pins his crimes on two college students who gave him a ride.,5.6,40111,10000000,16472961,$ 25399945,28.0,283.0,180.0,1.2849586782257763,12.849586782257761,Thriller,False,False
6320,tt0457400,Land of the Lost,Land of the Lost,2009,2009,"Action, Adventure, Comedy",102,USA,English,Brad Silberling,"Chris Henchy, Dennis McNicholas",Universal Pictures,"Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone, John Boylan, Matt Lauer, Bobb'e J. Thompson, Sierra McCormick, Shannon Lemke, Steven Wash Jr., Brian Huskey, Kevin Buitrago, Noah Crawford, Jon Kent Ethridge, Logan Manus","On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",5.3,64796,100000000,49438370,$ 68777554,32.0,287.0,156.0,1.289321610644884,128.93216106448838,Comedy,False,False
6321,tt0457433,Perfect Stranger,Perfect Stranger,2007,2007,"Crime, Horror, Mystery",109,USA,English,James Foley,"Todd Komarnicki, Jon Bokenkamp",Revolution Studios,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas, Paula Miranda, Patti D'Arbanville, Clea Lewis, Amara Zaragoza, Gerry Becker","A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",5.7,44367,60795000,23984949,$ 73534117,31.0,184.0,166.0,1.3341424641272672,81.10919110661722,Horror,True,True
6328,tt0457939,L'amore non va in vacanza,The Holiday,2006,2007,"Comedy, Romance",136,USA,English,Nancy Meyers,Nancy Meyers,Columbia Pictures,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black, Eli Wallach, Edward Burns, Rufus Sewell, Miffy Englefield, Emma Pritchard, Sarah Parish, Shannyn Sossamon, Bill Macy, Shelley Berman, Kathryn Hahn, John Krasinski","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",6.9,237300,85000000,63224849,$ 205841885,52.0,565.0,161.0,1.3341424641272672,113.40210945081772,Comedy,True,True
6329,tt0458339,Captain America - Il primo Vendicatore,Captain America: The First Avenger,2011,2011,"Action, Adventure, Sci-Fi",124,USA,"English, Norwegian, French",Joe Johnston,"Christopher Markus, Stephen McFeely",Paramount Pictures,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving, Dominic Cooper, Richard Armitage, Stanley Tucci, Samuel L. Jackson, Toby Jones, Neal McDonough, Derek Luke, Kenneth Choi, JJ Feild, Bruno Ricci","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",6.9,723473,140000000,176654505,$ 370569774,66.0,892.0,557.0,1.2297214279983357,172.160999919767,Action,True,True
6331,tt0458481,Sin City - Una donna per cui uccidere,Sin City: A Dame to Kill For,2014,2014,"Action, Crime, Thriller",102,USA,English,"Frank Miller, Robert Rodriguez","Frank Miller, Frank Miller",Aldamisa Entertainment,"Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt, Rosario Dawson, Bruce Willis, Eva Green, Powers Boothe, Dennis Haysbert, Ray Liotta, Christopher Meloni, Jeremy Piven, Christopher Lloyd, Jaime King, Juno Temple",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6.5,150021,65000000,13757804,$ 39407616,46.0,265.0,363.0,1.168387759236434,75.94520435036821,Action,True,True
6345,tt0460975,Unidentified,Unidentified,2006,2006,Sci-Fi,85,USA,English,Rich Christiano,Rich Christiano,Christiano Film Group,"Jonathan Aube, Josh Adamson, Michael Blain-Rozgay, Jenna Bailey, Lance Zitron, Sewell Whitney, Rebecca St. James, Marc Bossley, Gordon Wells, Megan Henry, John Thomas, Kristin Lindquist, Nathan Norman, Ron Martinez, G.L. McQueary",Two reporters investigate a series of UFO sightings and discover a supernatural connection.,3.5,590,400000,224099,$ 224099,,65.0,3.0,1.3721270723504604,0.5488508289401842,Other,False,False
6347,tt0461770,Come d'incanto,Enchanted,2007,2007,"Animation, Comedy, Family",107,USA,English,Kevin Lima,Bill Kelly,Walt Disney Pictures,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Rachel Covey, Susan Sarandon, Julie Andrews, Jeff Bennett, Kevin Lima, Emma Rose Lima, Teala Dunn, Fred Tatasciore, Courtney Williams, William Huntley","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",7.0,173962,85000000,127807262,$ 340487652,75.0,421.0,231.0,1.3341424641272672,113.40210945081772,Family,True,True
6350,tt0462200,Black Snake Moan,Black Snake Moan,2006,2007,"Drama, Music",116,USA,English,Craig Brewer,Craig Brewer,Paramount Classics,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams, Leonard L. Thomas, Ruby Wilson, Claude Phillips, Amy Lavere, Clare Grant","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",6.9,60390,15000000,9396870,$ 10907485,52.0,224.0,199.0,1.3341424641272672,20.012136961909007,Drama,True,True
6357,tt0462338,L'imbroglio,The Hoax,2006,2006,"Comedy, Drama",116,USA,English,Lasse Hallström,"William Wheeler, Clifford Irving",Miramax,"David Aaron Baker, John Carter, Judi Barton, Raul S. Julia, James Biberi, Richard Gere, Hope Davis, Christopher Evan Welch, Okwui Okpokwasili, Alfred Molina, Bob Wiltfong, William Fowle, Marcia Gay Harden, Julie Delpy, Antonie Knoppers","In what would cause a fantastic media frenzy,",6.7,15915,25000000,7164995,$ 11772461,70.0,73.0,139.0,1.3721270723504604,34.303176808761506,Comedy,True,True
6361,tt0462395,Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,2006,2006,"Comedy, Romance",89,USA,English,Trent Cooper,"Jonathan Bernstein, James Greer",Full Sail Real World Education,"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion, Tony Hale, Thomas F. Wilson, Iris Bahr, Eric Esteban, Brooke Dillman, Joanna Cassidy, Rahman Khan, Megyn Price, Arian Ash, Bruce Bruce, Tom Hillmann","A slovenly cable repairman becomes a big city Health Inspector, and is tasked with uncovering the source of a food poisoning epidemic.",3.3,10403,4000000,15680099,$ 15680099,21.0,116.0,36.0,1.3721270723504604,5.4885082894018415,Comedy,False,False
